point_time,point_val,Batch_ID
2024-02-12 21:48:13.324581,8.26653,BATCH-20240212-509
2024-02-19 21:48:13.324581,8.03141,BATCH-20240219-428
2024-03-01 21:48:13.324581,8.17478,BATCH-20240301-983
2024-04-09 21:48:13.324581,7.95108,BATCH-20240409-822
2024-04-25 21:48:13.324581,8.12438,BATCH-20240425-675
2024-06-09 21:48:13.324581,7.99335,BATCH-20240609-453
2024-07-30 21:48:13.324581,7.42856,BATCH-20240730-928
2024-09-18 21:48:13.324581,7.49513,BATCH-20240918-662
2024-10-01 21:48:13.324581,7.82765,BATCH-20241001-134
2024-10-13 21:48:13.324581,7.67942,BATCH-20241013-152
2024-12-22 21:48:13.324581,7.66661,BATCH-20241222-408
2025-01-19 21:48:13.324581,7.70536,BATCH-20250119-608
2025-03-08 21:48:13.324581,7.04802,BATCH-20250308-516
2025-03-18 21:48:13.324581,6.71316,BATCH-20250318-243
2025-03-26 21:48:13.324581,6.80032,BATCH-20250326-990
2025-03-28 21:48:13.324581,6.97181,BATCH-20250328-713
2025-04-15 21:48:13.324581,7.10708,BATCH-20250415-269
2025-05-16 21:48:13.324581,6.99608,BATCH-20250516-759
2025-07-04 21:48:13.324581,6.21985,BATCH-20250704-813
2025-07-31 21:48:13.324581,6.35959,BATCH-20250731-339
2025-09-13 21:48:13.324581,6.42583,BATCH-20250913-843
2025-11-01 21:48:13.324581,6.21934,BATCH-20251101-872
2026-01-09 21:48:13.324581,6.17710,BATCH-20260109-296
2026-01-12 21:48:13.324581,6.43164,BATCH-20260112-076
