point_time,point_val
2024/01/01 08:00,103.64
2024/01/01 09:00,98.99
2024/01/01 10:00,99.5
2024/01/01 11:00,95.41
2024/01/01 12:00,104.51
2024/01/01 13:00,99.41
2024/01/01 14:00,102.32
2024/01/01 15:00,99.72
2024/01/01 16:00,104.17
2024/01/01 17:00,104.88
2024/01/01 18:00,96.83
2024/01/01 19:00,102.88
2024/01/01 20:00,98.19
2024/01/01 21:00,95.73
2024/01/01 22:00,100.42
2024/01/01 23:00,104.51
2024/01/02 00:00,97.5
2024/01/02 01:00,103.91
2024/01/02 02:00,99.28
2024/01/02 03:00,99.74
2024/01/02 04:00,104.25
2024/01/02 05:00,104.9
2024/01/02 06:00,95.42
2024/01/02 07:00,103.52
2024/01/02 08:00,102.07
2024/01/02 09:00,102.28
2024/01/02 10:00,100.98
2024/01/02 11:00,99.61
2024/01/02 12:00,103.24
2024/01/02 13:00,102.14
