point_time,point_val
BadTime_0,102.57
2024/01/01 09:00,95.81
2024/01/01 10:00,104.77
2024/01/01 11:00,99.58
2024/01/01 12:00,96.82
BadTime_5,103.0
2024/01/01 14:00,100.8
2024/01/01 15:00,100.75
2024/01/01 16:00,102.71
2024/01/01 17:00,100.35
BadTime_10,100.06
2024/01/01 19:00,104.66
2024/01/01 20:00,101.97
2024/01/01 21:00,103.02
2024/01/01 22:00,103.14
BadTime_15,103.68
2024/01/02 00:00,101.31
2024/01/02 01:00,97.01
2024/01/02 02:00,101.0
2024/01/02 03:00,102.97
BadTime_20,95.98
2024/01/02 05:00,104.08
2024/01/02 06:00,95.08
2024/01/02 07:00,97.79
2024/01/02 08:00,103.47
BadTime_25,99.92
2024/01/02 10:00,96.9
2024/01/02 11:00,103.68
2024/01/02 12:00,103.3
2024/01/02 13:00,100.42
