point_time,point_val,Batch_ID
2024-02-28 21:48:13.318826,10.64,BATCH-20240228-134
2024-03-03 21:48:13.318826,11.09,BATCH-20240303-630
2024-03-14 21:48:13.318826,11.63,BATCH-20240314-849
2024-03-27 21:48:13.318826,11.44,BATCH-20240327-514
2024-05-11 21:48:13.318826,11.55,BATCH-20240511-171
2024-06-02 21:48:13.318826,11.40,BATCH-20240602-860
2024-06-09 21:48:13.318826,11.94,BATCH-20240609-665
2024-07-03 21:48:13.318826,12.25,BATCH-20240703-266
2024-07-26 21:48:13.318826,11.31,BATCH-20240726-845
2024-08-30 21:48:13.318826,11.36,BATCH-20240830-869
2024-09-08 21:48:13.318826,6.35,BATCH-20240908-186
2024-09-10 21:48:13.318826,17.63,BATCH-20240910-668
2024-09-25 21:48:13.318826,11.96,BATCH-20240925-933
2024-10-27 21:48:13.318826,11.10,BATCH-20241027-250
2024-10-31 21:48:13.318826,11.45,BATCH-20241031-706
2024-12-11 21:48:13.318826,12.71,BATCH-20241211-215
2025-01-16 21:48:13.318826,11.99,BATCH-20250116-863
2025-01-26 21:48:13.318826,12.30,BATCH-20250126-908
2025-02-03 21:48:13.318826,10.80,BATCH-20250203-700
2025-02-10 21:48:13.318826,12.73,BATCH-20250210-936
2025-03-02 21:48:13.318826,11.62,BATCH-20250302-798
2025-03-16 21:48:13.318826,12.16,BATCH-20250316-247
2025-04-21 21:48:13.318826,12.21,BATCH-20250421-358
2025-05-08 21:48:13.318826,7.01,BATCH-20250508-338
2025-06-03 21:48:13.318826,11.87,BATCH-20250603-688
2025-08-06 21:48:13.318826,11.82,BATCH-20250806-497
2025-08-06 21:48:13.318826,11.07,BATCH-20250806-794
2025-08-08 21:48:13.318826,11.29,BATCH-20250808-689
2025-12-07 21:48:13.318826,11.28,BATCH-20251207-125
