point_time,point_val,Batch_ID
2024-01-19 21:48:13.304458,7.7,BATCH-20240119-092
2024-01-20 21:48:13.304458,10.1,BATCH-20240120-982
2024-01-21 21:48:13.304458,8.1,BATCH-20240121-174
2024-01-21 21:48:13.304458,10.3,BATCH-20240121-784
2024-01-22 21:48:13.304458,7.0,BATCH-20240122-174
2024-01-23 21:48:13.304458,11.5,BATCH-20240123-789
2024-01-24 21:48:13.304458,8.7,BATCH-20240124-074
2024-01-25 21:48:13.304458,7.1,BATCH-20240125-996
2024-01-28 21:48:13.304458,7.9,BATCH-20240128-994
2024-01-30 21:48:13.304458,7.5,BATCH-20240130-691
2024-01-31 21:48:13.304458,8.7,BATCH-20240131-325
2024-02-05 21:48:13.304458,10.5,BATCH-20240205-723
2024-02-06 21:48:13.304458,8.1,BATCH-20240206-239
2024-02-09 21:48:13.304458,8.4,BATCH-20240209-063
2024-02-12 21:48:13.304458,7.7,BATCH-20240212-007
2024-02-18 21:48:13.304458,7.6,BATCH-20240218-435
2024-02-24 21:48:13.304458,8.5,BATCH-20240224-058
2024-03-01 21:48:13.304458,6.2,BATCH-20240301-663
2024-03-03 21:48:13.304458,9.7,BATCH-20240303-638
2024-03-05 21:48:13.304458,7.6,BATCH-20240305-732
2024-03-05 21:48:13.304458,9.6,BATCH-20240305-497
2024-03-07 21:48:13.304458,9.4,BATCH-20240307-160
2024-03-07 21:48:13.304458,7.2,BATCH-20240307-255
2024-03-08 21:48:13.304458,7.2,BATCH-20240308-636
2024-03-10 21:48:13.304458,8.7,BATCH-20240310-194
2024-03-20 21:48:13.304458,8.9,BATCH-20240320-149
2024-03-20 21:48:13.304458,5.7,BATCH-20240320-831
2024-03-22 21:48:13.304458,8.0,BATCH-20240322-818
2024-03-24 21:48:13.304458,7.5,BATCH-20240324-304
2024-03-27 21:48:13.304458,8.4,BATCH-20240327-959
2024-04-01 21:48:13.304458,7.2,BATCH-20240401-275
2024-04-03 21:48:13.304458,8.4,BATCH-20240403-717
2024-04-07 21:48:13.304458,10.4,BATCH-20240407-420
2024-04-07 21:48:13.304458,7.1,BATCH-20240407-773
