point_time,point_val
2024/01/01 08:00,95.7
2024/01/01 09:00,103.08
2024/01/01 10:00,98.35
2024/01/01 11:00,101.68
2024/01/01 12:00,101.15
2024/01/01 13:00,96.05
2024/01/01 14:00,99.15
2024/01/01 15:00,100.02
2024/01/01 16:00,95.17
2024/01/01 17:00,97.8
2024/01/01 18:00,104.7
2024/01/01 19:00,98.82
2024/01/01 20:00,102.97
2024/01/01 21:00,102.85
2024/01/01 22:00,95.32
2024/01/01 23:00,100.71
2024/01/02 00:00,100.82
2024/01/02 01:00,99.8
2024/01/02 02:00,102.87
2024/01/02 03:00,95.98
2024/01/02 04:00,96.51
2024/01/02 05:00,100.88
2024/01/02 06:00,102.93
2024/01/02 07:00,104.86
2024/01/02 08:00,102.56
2024/01/02 09:00,101.07
2024/01/02 10:00,104.18
2024/01/02 11:00,95.11
2024/01/02 12:00,99.22
2024/01/02 13:00,104.0
