point_time,point_val
2024/01/01 08:00,100.55
2024/01/01 09:00,98.49
2024/01/01 10:00,97.08
2024/01/01 11:00,101.71
2024/01/01 12:00,97.59
2024/01/01 13:00,98.98
2024/01/01 14:00,104.55
2024/01/01 15:00,101.34
2024/01/01 16:00,95.95
2024/01/01 17:00,97.76
2024/01/01 18:00,99.25
2024/01/01 19:00,102.29
2024/01/01 20:00,104.51
2024/01/01 21:00,96.0
2024/01/01 22:00,96.27
2024/01/01 23:00,97.91
2024/01/02 00:00,103.33
2024/01/02 01:00,98.63
2024/01/02 02:00,102.3
2024/01/02 03:00,100.9
2024/01/02 04:00,99.08
2024/01/02 05:00,96.31
2024/01/02 06:00,95.26
2024/01/02 07:00,99.83
2024/01/02 08:00,102.76
2024/01/02 09:00,103.9
2024/01/02 10:00,96.62
2024/01/02 11:00,102.68
2024/01/02 12:00,99.08
2024/01/02 13:00,104.91
