point_time,point_val
2024/01/01 08:00,97.98
2024/01/01 09:00,104.35
2024/01/01 10:00,103.08
2024/01/01 11:00,98.4
2024/01/01 12:00,99.68
2024/01/01 13:00,96.92
2024/01/01 14:00,103.12
2024/01/01 15:00,99.22
2024/01/01 16:00,104.54
2024/01/01 17:00,100.74
2024/01/01 18:00,95.76
2024/01/01 19:00,102.73
2024/01/01 20:00,103.48
2024/01/01 21:00,104.25
2024/01/01 22:00,102.12
2024/01/01 23:00,99.71
2024/01/02 00:00,96.22
2024/01/02 01:00,99.63
2024/01/02 02:00,95.55
2024/01/02 03:00,103.08
2024/01/02 04:00,101.83
2024/01/02 05:00,102.76
2024/01/02 06:00,101.91
2024/01/02 07:00,95.76
2024/01/02 08:00,99.35
2024/01/02 09:00,97.63
2024/01/02 10:00,103.58
2024/01/02 11:00,96.37
2024/01/02 12:00,97.81
2024/01/02 13:00,103.51
