point_time,point_val,Batch_ID
2024-02-18 21:48:13.313523,8.5,BATCH-20240218-161
2024-04-01 21:48:13.313523,9.3,BATCH-20240401-959
2024-04-08 21:48:13.313523,8.6,BATCH-20240408-282
2024-04-11 21:48:13.313523,8.1,BATCH-20240411-895
2024-04-21 21:48:13.313523,10.0,BATCH-20240421-166
2024-05-03 21:48:13.313523,9.2,BATCH-20240503-396
2024-05-09 21:48:13.313523,8.6,BATCH-20240509-002
2024-05-25 21:48:13.313523,7.9,BATCH-20240525-542
2024-05-27 21:48:13.313523,8.0,BATCH-20240527-922
2024-05-27 21:48:13.313523,8.0,BATCH-20240527-015
2024-05-30 21:48:13.313523,8.1,BATCH-20240530-072
2024-06-22 21:48:13.313523,9.3,BATCH-20240622-172
2024-08-06 21:48:13.313523,8.9,BATCH-20240806-616
2024-08-17 21:48:13.313523,7.8,BATCH-20240817-248
2024-09-27 21:48:13.313523,7.8,BATCH-20240927-195
2024-10-12 21:48:13.313523,10.2,BATCH-20241012-060
2024-11-02 21:48:13.313523,10.8,BATCH-20241102-323
2024-11-11 21:48:13.313523,10.4,BATCH-20241111-365
2024-11-20 21:48:13.313523,10.9,BATCH-20241120-035
2024-11-23 21:48:13.313523,9.4,BATCH-20241123-174
2025-03-02 21:48:13.313523,8.5,BATCH-20250302-970
2025-04-20 21:48:13.313523,8.3,BATCH-20250420-350
2025-04-25 21:48:13.313523,8.5,BATCH-20250425-171
2025-04-26 21:48:13.313523,9.2,BATCH-20250426-632
2025-06-17 21:48:13.313523,7.8,BATCH-20250617-812
2025-08-01 21:48:13.313523,7.9,BATCH-20250801-460
2025-08-15 21:48:13.313523,10.5,BATCH-20250815-723
2025-09-08 21:48:13.313523,7.8,BATCH-20250908-008
2025-09-20 21:48:13.313523,7.8,BATCH-20250920-071
2025-11-04 21:48:13.313523,8.0,BATCH-20251104-728
2025-11-20 21:48:13.313523,8.5,BATCH-20251120-447
2025-12-22 21:48:13.313523,7.8,BATCH-20251222-170
