point_time,point_val
2024/01/01 08:00,99.44
2024/01/01 09:00,101.15
2024/01/01 10:00,97.27
2024/01/01 11:00,104.81
2024/01/01 12:00,103.44
2024/01/01 13:00,100.91
2024/01/01 14:00,96.82
2024/01/01 15:00,96.21
2024/01/01 16:00,96.49
2024/01/01 17:00,95.74
2024/01/01 18:00,95.92
2024/01/01 19:00,97.02
2024/01/01 20:00,97.16
2024/01/01 21:00,98.03
2024/01/01 22:00,100.78
2024/01/01 23:00,101.08
2024/01/02 00:00,96.92
2024/01/02 01:00,96.3
2024/01/02 02:00,97.28
2024/01/02 03:00,102.28
2024/01/02 04:00,96.82
2024/01/02 05:00,96.49
2024/01/02 06:00,96.94
2024/01/02 07:00,103.02
2024/01/02 08:00,99.59
2024/01/02 09:00,95.08
2024/01/02 10:00,97.71
2024/01/02 11:00,95.83
2024/01/02 12:00,103.25
2024/01/02 13:00,96.68
