point_time,point_val,Batch_ID
2024-04-04 21:48:13.099713,13.63,BATCH-20240404-039
2024-06-06 21:48:13.099713,9.36,BATCH-20240606-747
2024-06-21 21:48:13.099713,6.73,BATCH-20240621-529
2024-11-23 21:48:13.099713,13.66,BATCH-20241123-186
2024-11-30 21:48:13.099713,7.97,BATCH-20241130-676
2024-12-04 21:48:13.099713,6.98,BATCH-20241204-728
2025-05-19 21:48:13.099713,6.61,BATCH-20250519-496
2025-09-21 21:48:13.099713,12.07,BATCH-20250921-826
2025-10-08 21:48:13.099713,7.21,BATCH-20251008-941
2025-11-06 21:48:13.099713,14.88,BATCH-20251106-965
2025-12-24 21:48:13.099713,14.23,BATCH-20251224-235
