GroupName,ChartName,point_time,point_val,Batch_ID,FabPhase,Production Line
2,1,2024/12/13 14:49,0.050461905,TWAF469573,T14P5,7
2,1,2024/12/14 14:49,0.050385958,TWAF471639,T14P6,7
2,1,2024/12/15 14:49,0.049138348,TWAF471639,T14P6,7
2,1,2024/12/16 14:49,0.047504778,TWAF476862,T14P6,11
2,1,2024/12/17 14:49,0.049845302,TWAF476862,T14P6,11
2,1,2024/12/18 14:49,0.051519251,TWAF487283,T12P4,5
2,1,2024/12/19 14:49,0.052604845,TWAF493878,T12P4,8
2,1,2024/12/20 14:49,0.050126983,TWAF500062,T12P4,8
2,1,2024/12/21 14:49,0.051394912,TWAF508008,T12P4,6
2,1,2024/12/22 14:49,0.04990503,TWAF511023,T12P4,6
2,1,2024/12/23 14:49,0.050066438,TWAF518391,T12P4,11
2,1,2024/12/24 14:49,0.050005348,TWAF522800,T12P4,5
2,1,2024/12/25 14:49,0.050029648,TWAF526101,T12P4,6
2,1,2024/12/26 14:49,0.051725325,TWAF531498,T12P4,6
2,1,2024/2/2 15:29,0.049933331,TWAF534370,T12P4,9
2,1,2024/2/16 15:50,0.051617301,TWAF539594,T12P4,5
2,1,2024/3/18 15:23,0.049070025,TWAF542707,T12P4,11
2,1,2024/4/9 15:38,0.051679416,TWAF544329,T12P4,7
2,1,2024/4/24 14:43,0.050628411,TWAF547914,T12P4,4
2,1,2024/5/14 14:42,0.049320579,TWAF559292,T12P4,9
2,1,2024/6/12 14:29,0.051001608,TWAF561769,T12P4,7
2,1,2024/6/24 11:16,0.050260419,TWAF567532,T12P4,11
2,1,2024/7/12 14:49,0.050685923,TWAF573599,T12P4,5
2,1,2024/7/31 14:32,0.051435592,TWAF582418,T12P4,10
2,1,2024/8/22 15:21,0.051308609,TWAF598443,T12P4,4
2,1,2024/9/13 11:44,0.049776283,TWAF598453,T12P4,5
2,1,2024/10/8 15:55,0.052189857,TWAF604013,T12P4,6
2,1,2024/11/14 15:09,0.049611085,TWAF607197,T12P4,6
2,1,2024/12/20 15:38,0.050018524,TWAF610773,T12P4,6
2,1,2025/1/16 14:24,0.049447525,TWAF614863,T12P4,6
2,1,2025/2/11 15:55,0.05006583,TWAF622952,T12P4,6
2,1,2025/2/12 14:53,0.051312854,TWAF637354,T12P4,6
2,1,2025/2/26 14:43,0.051274342,TWAF630662,T12P4,6
2,1,2025/4/15 16:36,0.049222307,TWAF637365,T12P4,6
2,1,2025/2/26 14:43,0.051274342,TWAF630662,T12P4,6
2,1,2025/1/9 12:50,0.053326377,TWAF623959,T12P4,6
2,1,2024/11/22 10:57,0.055378412,TWAF617256,T12P4,6
2,1,2024/10/5 09:04,0.057430447,TWAF610553,T12P4,6
2,1,2024/8/18 07:11,0.059482482,TWAF603850,T12P4,6
2,1,2024/7/1 05:18,0.061534517,TWAF597147,T12P4,6
2,1,2024/5/14 03:25,0.063586552,TWAF590444,T12P4,6
2,1,2024/3/27 01:32,0.065638587,TWAF583741,T12P4,6
2,1,2024/2/7 23:39,0.067690622,TWAF577038,T12P4,6
2,1,2023/12/21 21:46,0.069742657,TWAF570335,T12P4,6
2,1,2023/11/3 19:53,0.071794692,TWAF563632,T12P4,6
2,1,2023/9/16 18:00,0.073846727,TWAF556929,T12P4,6
2,1,2023/7/30 16:07,0.075898762,TWAF550226,T12P4,6
2,1,2023/6/12 14:14,0.077950797,TWAF543523,T12P4,6
2,1,2023/4/25 12:21,0.080002832,TWAF536820,T12P4,6
2,1,2023/3/8 10:28,0.082054867,TWAF530117,T12P4,6
2,1,2023/1/19 08:35,0.084106902,TWAF523414,T12P4,6
2,1,2022/12/2 06:42,0.086158937,TWAF516711,T12P4,6
2,1,2022/10/15 04:49,0.088210972,TWAF510008,T12P4,6
2,1,2022/8/28 02:56,0.090263007,TWAF503305,T12P4,6
2,1,2022/7/11 01:03,0.092315042,TWAF496602,T12P4,6
2,1,2022/5/23 23:10,0.094367077,TWAF489899,T12P4,6
2,1,2022/4/5 21:17,0.096419112,TWAF483196,T12P4,6
2,1,2022/2/16 19:24,0.098471147,TWAF476493,T12P4,6
2,1,2021/12/30 17:31,0.100523182,TWAF469790,T12P4,6
2,1,2021/11/12 15:38,0.102575217,TWAF463087,T12P4,6
2,1,2021/9/25 13:45,0.104627252,TWAF456384,T12P4,6
2,1,2021/8/8 11:52,0.106679287,TWAF449681,T12P4,6
2,1,2021/6/21 09:59,0.108731322,TWAF442978,T12P4,6
2,1,2021/5/4 08:06,0.110783357,TWAF436275,T12P4,6
2,1,2021/3/17 06:13,0.112835392,TWAF429572,T12P4,6
2,1,2021/1/28 04:20,0.114887427,TWAF422869,T12P4,6
2,1,2020/12/11 02:27,0.116939462,TWAF416166,T12P4,6
2,1,2025/4/15 16:36,0.118991497,TWAF409463,T12P4,6
2,1,2025/2/26 14:43,0.121043532,TWAF402760,T12P4,6
2,1,2025/1/9 12:50,0.123095567,TWAF396057,T12P4,6
2,1,2024/11/22 10:57,0.125147602,TWAF389354,T12P4,6
2,1,2024/10/5 09:04,0.127199637,TWAF382651,T12P4,6
2,1,2024/8/18 07:11,0.129251672,TWAF375948,T12P4,6
2,1,2024/7/1 05:18,0.131303707,TWAF369245,T12P4,6
2,1,2024/5/14 03:25,0.133355742,TWAF362542,T12P4,6
2,1,2024/3/27 01:32,0.135407777,TWAF355839,T12P4,6
2,1,2024/2/7 23:39,0.137459812,TWAF349136,T12P4,6
2,1,2023/12/21 21:46,0.139511847,TWAF342433,T12P4,6
2,1,2023/11/3 19:53,0.141563882,TWAF335730,T12P4,6
2,1,2023/9/16 18:00,0.143615917,TWAF329027,T12P4,6
2,1,2023/7/30 16:07,0.145667952,TWAF322324,T12P4,6
2,1,2023/6/12 14:14,0.147719987,TWAF315621,T12P4,6
2,1,2023/4/25 12:21,0.149772022,TWAF308918,T12P4,6
2,1,2023/3/8 10:28,0.151824057,TWAF302215,T12P4,6
2,1,2023/1/19 08:35,0.153876092,TWAF295512,T12P4,6
