point_time,point_val,Batch_ID
2024-01-18 21:48:13.360609,9.459,BATCH-20240118-128
2024-01-20 21:48:13.360609,10.649,BATCH-20240120-695
2024-01-21 21:48:13.360609,10.755,BATCH-20240121-884
2024-01-21 21:48:13.360609,11.751,BATCH-20240121-930
2024-01-22 21:48:13.360609,7.221,BATCH-20240122-431
2024-01-23 21:48:13.360609,6.756,BATCH-20240123-316
2024-01-23 21:48:13.360609,6.863,BATCH-20240123-966
2024-01-24 21:48:13.360609,6.959,BATCH-20240124-479
2024-01-25 21:48:13.360609,7.655,BATCH-20240125-706
2024-01-26 21:48:13.360609,8.571,BATCH-20240126-215
2024-01-27 21:48:13.360609,7.628,BATCH-20240127-028
2024-01-28 21:48:13.360609,9.636,BATCH-20240128-023
2024-02-01 21:48:13.360609,7.128,BATCH-20240201-722
2024-02-01 21:48:13.360609,7.778,BATCH-20240201-627
2024-02-01 21:48:13.360609,6.804,BATCH-20240201-773
2024-02-02 21:48:13.360609,8.961,BATCH-20240202-312
2024-02-02 21:48:13.360609,7.846,BATCH-20240202-645
2024-02-02 21:48:13.360609,6.852,BATCH-20240202-498
2024-02-03 21:48:13.360609,8.313,BATCH-20240203-852
2024-02-06 21:48:13.360609,8.786,BATCH-20240206-738
2024-02-08 21:48:13.360609,10.681,BATCH-20240208-635
2024-02-11 21:48:13.360609,10.388,BATCH-20240211-871
2024-02-12 21:48:13.360609,9.299,BATCH-20240212-145
2024-02-15 21:48:13.360609,8.498,BATCH-20240215-126
2024-02-15 21:48:13.360609,8.259,BATCH-20240215-566
2024-02-17 21:48:13.360609,6.814,BATCH-20240217-135
2024-02-19 21:48:13.360609,6.990,BATCH-20240219-244
2024-02-19 21:48:13.360609,11.707,BATCH-20240219-711
2024-02-20 21:48:13.360609,9.040,BATCH-20240220-222
2024-02-22 21:48:13.360609,8.938,BATCH-20240222-372
2024-02-23 21:48:13.360609,9.483,BATCH-20240223-920
2024-02-25 21:48:13.360609,7.209,BATCH-20240225-710
2024-02-26 21:48:13.360609,8.238,BATCH-20240226-104
2024-02-27 21:48:13.360609,6.853,BATCH-20240227-273
2024-02-27 21:48:13.360609,9.229,BATCH-20240227-981
2024-02-28 21:48:13.360609,7.305,BATCH-20240228-116
2024-02-29 21:48:13.360609,9.313,BATCH-20240229-947
2024-03-02 21:48:13.360609,7.957,BATCH-20240302-853
2024-03-02 21:48:13.360609,8.792,BATCH-20240302-552
2024-03-05 21:48:13.360609,8.036,BATCH-20240305-535
2024-03-06 21:48:13.360609,7.943,BATCH-20240306-799
2024-03-06 21:48:13.360609,6.997,BATCH-20240306-507
2024-03-06 21:48:13.360609,8.647,BATCH-20240306-038
2024-03-09 21:48:13.360609,6.812,BATCH-20240309-986
2024-03-09 21:48:13.360609,8.008,BATCH-20240309-242
2024-03-10 21:48:13.360609,7.747,BATCH-20240310-100
2024-03-12 21:48:13.360609,6.903,BATCH-20240312-722
2024-03-12 21:48:13.360609,9.084,BATCH-20240312-859
2024-03-13 21:48:13.360609,7.416,BATCH-20240313-883
2024-03-13 21:48:13.360609,7.520,BATCH-20240313-170
2024-03-14 21:48:13.360609,7.044,BATCH-20240314-061
2024-03-14 21:48:13.360609,7.214,BATCH-20240314-245
2024-03-15 21:48:13.360609,7.047,BATCH-20240315-298
2024-03-16 21:48:13.360609,7.982,BATCH-20240316-852
2024-03-16 21:48:13.360609,8.021,BATCH-20240316-944
2024-03-18 21:48:13.360609,8.130,BATCH-20240318-266
2024-03-18 21:48:13.360609,7.053,BATCH-20240318-658
2024-03-18 21:48:13.360609,7.312,BATCH-20240318-059
2024-03-19 21:48:13.360609,6.731,BATCH-20240319-558
2024-03-20 21:48:13.360609,10.500,BATCH-20240320-571
2024-03-21 21:48:13.360609,6.896,BATCH-20240321-777
2024-03-23 21:48:13.360609,8.267,BATCH-20240323-375
2024-03-23 21:48:13.360609,6.861,BATCH-20240323-215
2024-03-26 21:48:13.360609,9.423,BATCH-20240326-931
2024-03-27 21:48:13.360609,6.927,BATCH-20240327-663
2024-03-28 21:48:13.360609,6.762,BATCH-20240328-204
2024-03-30 21:48:13.360609,7.183,BATCH-20240330-284
2024-03-31 21:48:13.360609,9.302,BATCH-20240331-039
2024-03-31 21:48:13.360609,8.168,BATCH-20240331-818
2024-03-31 21:48:13.360609,7.916,BATCH-20240331-593
2024-04-05 21:48:13.360609,9.465,BATCH-20240405-682
2024-04-08 21:48:13.360609,7.040,BATCH-20240408-862
2024-04-08 21:48:13.360609,7.653,BATCH-20240408-845
2024-04-08 21:48:13.360609,8.435,BATCH-20240408-581
2024-04-10 21:48:13.360609,7.230,BATCH-20240410-089
2024-04-11 21:48:13.360609,8.336,BATCH-20240411-830
2024-04-12 21:48:13.360609,7.614,BATCH-20240412-559
2024-04-14 21:48:13.360609,8.670,BATCH-20240414-563
2024-04-15 21:48:13.360609,8.832,BATCH-20240415-268
2024-04-19 21:48:13.360609,9.445,BATCH-20240419-899
2024-04-19 21:48:13.360609,12.166,BATCH-20240419-414
2024-04-21 21:48:13.360609,8.276,BATCH-20240421-164
2024-04-22 21:48:13.360609,10.710,BATCH-20240422-705
2024-04-24 21:48:13.360609,11.154,BATCH-20240424-622
2024-04-24 21:48:13.360609,8.562,BATCH-20240424-286
2024-04-26 21:48:13.360609,7.659,BATCH-20240426-894
2024-04-28 21:48:13.360609,7.507,BATCH-20240428-019
2024-04-30 21:48:13.360609,7.916,BATCH-20240430-264
2024-05-05 21:48:13.360609,9.081,BATCH-20240505-532
2024-05-05 21:48:13.360609,6.823,BATCH-20240505-888
2024-05-07 21:48:13.360609,8.718,BATCH-20240507-009
2024-05-08 21:48:13.360609,8.276,BATCH-20240508-365
2024-05-09 21:48:13.360609,7.195,BATCH-20240509-372
2024-05-12 21:48:13.360609,13.024,BATCH-20240512-639
2024-05-12 21:48:13.360609,7.698,BATCH-20240512-086
2024-05-12 21:48:13.360609,7.999,BATCH-20240512-532
2024-05-13 21:48:13.360609,9.954,BATCH-20240513-389
2024-05-13 21:48:13.360609,12.916,BATCH-20240513-041
2024-05-13 21:48:13.360609,11.512,BATCH-20240513-674
2024-05-15 21:48:13.360609,8.697,BATCH-20240515-298
2024-05-16 21:48:13.360609,6.734,BATCH-20240516-587
2024-05-16 21:48:13.360609,10.437,BATCH-20240516-239
2024-05-22 21:48:13.360609,6.816,BATCH-20240522-306
2024-05-22 21:48:13.360609,8.880,BATCH-20240522-376
2024-05-23 21:48:13.360609,7.018,BATCH-20240523-711
2024-05-24 21:48:13.360609,8.762,BATCH-20240524-907
2024-05-27 21:48:13.360609,7.892,BATCH-20240527-747
2024-05-29 21:48:13.360609,6.912,BATCH-20240529-024
2024-05-30 21:48:13.360609,7.924,BATCH-20240530-716
2024-05-31 21:48:13.360609,7.940,BATCH-20240531-155
2024-05-31 21:48:13.360609,9.096,BATCH-20240531-848
2024-05-31 21:48:13.360609,8.774,BATCH-20240531-779
