point_time,point_val
2023-10-27 11:30:17.292178,7.655445350510674
2023-10-27 11:30:17.292178,6.8316887635122745
2023-10-27 11:30:17.292178,7.883146731784131
2023-10-27 11:30:17.292178,8.341438601869637
2023-10-27 11:30:17.292178,9.043864219606037
2023-10-28 11:30:17.292178,8.244899649049733
2023-10-28 11:30:17.292178,7.632931875684673
2023-10-28 11:30:17.292178,7.674908872058593
2023-10-28 11:30:17.292178,9.66315933898579
2023-10-29 11:30:17.292178,8.788396141991784
2023-10-29 11:30:17.292178,7.645461153466352
2023-10-29 11:30:17.292178,8.757598721943504
2023-10-29 11:30:17.292178,7.241878227973364
2023-10-30 11:30:17.292178,7.968859544048322
2023-10-31 11:30:17.292178,8.062642927929948
2023-10-31 11:30:17.292178,8.091874744629798
2023-11-01 11:30:17.292178,8.442425750051477
2023-11-02 11:30:17.292178,8.639932253821245
2023-11-03 11:30:17.292178,8.233180498408634
2023-11-03 11:30:17.292178,7.14980219466598
2023-11-03 11:30:17.292178,8.573312724618582
2023-11-04 11:30:17.292178,8.495385974241863
2023-11-04 11:30:17.292178,8.203148078171715
2023-11-04 11:30:17.292178,6.979851155491401
2023-11-05 11:30:17.292178,9.024545775340679
2023-11-05 11:30:17.292178,9.696790357827165
2023-11-05 11:30:17.292178,8.411004199591625
2023-11-05 11:30:17.292178,7.022938569829931
2023-11-06 11:30:17.292178,8.816993277003956
2023-11-06 11:30:17.292178,7.605871095089504
2023-11-06 11:30:17.292178,7.204453725408481
2023-11-07 11:30:17.292178,8.7343867731726
2023-11-08 11:30:17.292178,7.837736862214356
2023-11-08 11:30:17.292178,8.938464588137442
2023-11-08 11:30:17.292178,7.301948821637808
2023-11-09 11:30:17.292178,8.366135711288813
2023-11-09 11:30:17.292178,8.744276221858978
2023-11-09 11:30:17.292178,8.189882104844346
2023-11-09 11:30:17.292178,8.530374734733666
2023-11-10 11:30:17.292178,8.616327038470624
2023-11-12 11:30:17.292178,7.377922273926771
2023-11-13 11:30:17.292178,8.653841020079714
2023-11-14 11:30:17.292178,8.017449975209844
2023-11-14 11:30:17.292178,8.201148905979146
2023-11-15 11:30:17.292178,8.647235606401548
2023-11-15 11:30:17.292178,8.592333559754454
2023-11-15 11:30:17.292178,8.01517766013481
2023-11-16 11:30:17.292178,8.478378131250611
2023-11-16 11:30:17.292178,7.97323834798734
2023-11-17 11:30:17.292178,8.647178938612793
2023-11-17 11:30:17.292178,7.861850399656163
2023-11-17 11:30:17.292178,7.492040075429837
2023-11-18 11:30:17.292178,6.756624364086263
2023-11-19 11:30:17.292178,9.562030599971774
2023-11-19 11:30:17.292178,8.21390858840232
2023-11-20 11:30:17.292178,7.362178465664371
2023-11-21 11:30:17.292178,9.52120459160541
2023-11-21 11:30:17.292178,7.25425170898297
2023-11-21 11:30:17.292178,8.438868029529154
2023-11-21 11:30:17.292178,9.271859440519432
2023-11-22 11:30:17.292178,8.224977819175274
2023-11-22 11:30:17.292178,7.908443393717883
2023-11-22 11:30:17.292178,8.006662062066512
2023-11-23 11:30:17.292178,7.912079392254712
2023-11-24 11:30:17.292178,8.268776602876775
2023-11-24 11:30:17.292178,9.572747441685038
2023-11-25 11:30:17.292178,8.148595830913802
2023-11-25 11:30:17.292178,7.496850382748609
2023-11-27 11:30:17.292178,8.504276872000617
2023-11-27 11:30:17.292178,8.3127684292469
2023-11-27 11:30:17.292178,8.317756969451684
2023-11-27 11:30:17.292178,8.082611672690954
2023-11-28 11:30:17.292178,7.939534149513031
2023-11-28 11:30:17.292178,8.862850734399846
2023-11-28 11:30:17.292178,8.673413776700219
2023-11-28 11:30:17.292178,7.302385082695101
2023-11-29 11:30:17.292178,6.88415084738949
2023-11-29 11:30:17.292178,8.335886252889308
2023-11-29 11:30:17.292178,8.93860866452993
2023-11-29 11:30:17.292178,7.749633957536195
2023-11-29 11:30:17.292178,7.046704997610249
2023-11-30 11:30:17.292178,8.05550223430551
2023-11-30 11:30:17.292178,7.728336441984434
2023-11-30 11:30:17.292178,8.380033915975982
2023-12-01 11:30:17.292178,7.662922158290352
2023-12-01 11:30:17.292178,7.8977283842115575
2023-12-02 11:30:17.292178,7.3700129833206445
2023-12-02 11:30:17.292178,9.16787059000322
2023-12-03 11:30:17.292178,7.352673593615873
2023-12-04 11:30:17.292178,7.77054007191365
2023-12-05 11:30:17.292178,6.969413989753631
2023-12-05 11:30:17.292178,8.37580141495299
2023-12-05 11:30:17.292178,7.825989269413773
2023-12-05 11:30:17.292178,7.905206489918111
2023-12-06 11:30:17.292178,8.453668205812562
2023-12-06 11:30:17.292178,9.378612306349314
2023-12-07 11:30:17.292178,8.481760955983988
2023-12-07 11:30:17.292178,8.098091771642233
2023-12-07 11:30:17.292178,7.985831377839275
2023-12-07 11:30:17.292178,8.912771602941572
2023-12-08 11:30:17.292178,7.326913215358954
2023-12-09 11:30:17.292178,7.754147279987334
2023-12-09 11:30:17.292178,8.412446976110376
2023-12-10 11:30:17.292178,8.684103995577146
2023-12-11 11:30:17.292178,8.116144005280402
2023-12-11 11:30:17.292178,7.709760750921185
2023-12-11 11:30:17.292178,7.016719935435804
2023-12-11 11:30:17.292178,7.69586687444381
2023-12-11 11:30:17.292178,7.354263708915046
2023-12-12 11:30:17.292178,7.598821740833479
2023-12-12 11:30:17.292178,6.665513414246894
2023-12-13 11:30:17.292178,8.756841429964545
2023-12-13 11:30:17.292178,7.747652717048803
2023-12-13 11:30:17.292178,10.256450264652322
2023-12-13 11:30:17.292178,8.295434262764285
2023-12-13 11:30:17.292178,8.807839320687545
2023-12-13 11:30:17.292178,6.741402300995961
2023-12-14 11:30:17.292178,8.85424135483188
2023-12-14 11:30:17.292178,7.916018104588481
2023-12-14 11:30:17.292178,7.775550124175526
2023-12-15 11:30:17.292178,7.8714794669312775
2023-12-15 11:30:17.292178,8.466169977779149
2023-12-15 11:30:17.292178,8.727564658404537
2023-12-15 11:30:17.292178,6.6378512782064005
2023-12-15 11:30:17.292178,9.201370537618125
2023-12-16 11:30:17.292178,8.547954763931472
2023-12-16 11:30:17.292178,7.720401567645576
2023-12-16 11:30:17.292178,8.054853264969264
2023-12-16 11:30:17.292178,8.24602555234004
2023-12-17 11:30:17.292178,7.9892381490238735
2023-12-17 11:30:17.292178,8.053576342502716
2023-12-18 11:30:17.292178,8.664621551827196
2023-12-18 11:30:17.292178,8.345088322468708
2023-12-18 11:30:17.292178,7.26632811834437
2023-12-18 11:30:17.292178,7.80174952176045
2023-12-20 11:30:17.292178,8.282901065986204
2023-12-20 11:30:17.292178,8.428504265909792
2023-12-20 11:30:17.292178,8.223291920841033
2023-12-21 11:30:17.292178,8.443719795792413
2023-12-21 11:30:17.292178,8.105729153082018
2023-12-21 11:30:17.292178,7.790612291816627
2023-12-21 11:30:17.292178,7.511917247669183
2023-12-23 11:30:17.292178,8.04461239392215
2023-12-23 11:30:17.292178,7.227308251714884
2023-12-23 11:30:17.292178,8.679836732509871
2023-12-23 11:30:17.292178,8.183729126465721
2023-12-24 11:30:17.292178,7.875905356347524
2023-12-24 11:30:17.292178,8.138170758817768
2023-12-24 11:30:17.292178,8.921693390525466
2023-12-25 11:30:17.292178,7.843356426987315
2023-12-25 11:30:17.292178,7.88479574130654
2023-12-26 11:30:17.292178,8.441462558374
2023-12-26 11:30:17.292178,8.772186916008287
2023-12-26 11:30:17.292178,9.253890722275722
2023-12-27 11:30:17.292178,7.624625739184809
2023-12-27 11:30:17.292178,8.733135235145363
2023-12-27 11:30:17.292178,8.39939866383125
2023-12-27 11:30:17.292178,8.64231898497603
2023-12-27 11:30:17.292178,8.122854461493224
2023-12-27 11:30:17.292178,8.401532523968624
2023-12-28 11:30:17.292178,7.388525335500077
2023-12-28 11:30:17.292178,9.278558836326678
2023-12-29 11:30:17.292178,8.148690701003252
2023-12-30 11:30:17.292178,8.340790389892502
2023-12-30 11:30:17.292178,8.558238285497051
2023-12-30 11:30:17.292178,8.312925388315636
2023-12-30 11:30:17.292178,8.553152777221253
2023-12-31 11:30:17.292178,6.849088348522669
2023-12-31 11:30:17.292178,8.242880746208563
2023-12-31 11:30:17.292178,8.223614935794211
2023-12-31 11:30:17.292178,8.267710804577147
2023-12-31 11:30:17.292178,7.604004773350594
2024-01-01 11:30:17.292178,7.628878103664065
2024-01-01 11:30:17.292178,8.749910418274846
2024-01-01 11:30:17.292178,8.688360761166063
2024-01-01 11:30:17.292178,7.103016881541955
2024-01-02 11:30:17.292178,9.113325753946373
2024-01-03 11:30:17.292178,7.346992944733535
2024-01-03 11:30:17.292178,7.821129395117785
2024-01-03 11:30:17.292178,9.160555451159386
2024-01-04 11:30:17.292178,6.788328890247524
2024-01-04 11:30:17.292178,8.973760976142094
2024-01-04 11:30:17.292178,8.358616621588997
2024-01-05 11:30:17.292178,8.088033744683633
2024-01-05 11:30:17.292178,8.927068264097803
2024-01-06 11:30:17.292178,8.506843321410427
2024-01-06 11:30:17.292178,8.291134672376412
2024-01-06 11:30:17.292178,8.811364000579903
2024-01-06 11:30:17.292178,9.81078018869913
2024-01-06 11:30:17.292178,7.418062006411044
2024-01-06 11:30:17.292178,8.954069685569715
2024-01-07 11:30:17.292178,8.999769765026855
2024-01-07 11:30:17.292178,8.144172090413496
2024-01-07 11:30:17.292178,7.318955655104229
2024-01-07 11:30:17.292178,8.787160119636729
2024-01-07 11:30:17.292178,8.122768117966382
2024-01-07 11:30:17.292178,8.095506362567626
2024-01-08 11:30:17.292178,8.355127758800105
2024-01-09 11:30:17.292178,8.301707344719592
2024-01-09 11:30:17.292178,8.080165493079221
2024-01-09 11:30:17.292178,7.226288272214024
2024-01-10 11:30:17.292178,8.904491287136436
2024-01-11 11:30:17.292178,7.479627611604515
2024-01-12 11:30:17.292178,8.539134587939845
2024-01-12 11:30:17.292178,8.489560492471176
2024-01-13 11:30:17.292178,8.111327684810123
2024-01-13 11:30:17.292178,8.037854155370923
2024-01-13 11:30:17.292178,7.239177261555137
2024-01-14 11:30:17.292178,7.802549697751434
2024-01-15 11:30:17.292178,7.522149188999457
2024-01-16 11:30:17.292178,8.165118994463203
2024-01-16 11:30:17.292178,7.635843381716784
2024-01-16 11:30:17.292178,7.877986343070659
2024-01-16 11:30:17.292178,7.651639120998465
2024-01-16 11:30:17.292178,7.364990364066558
2024-01-17 11:30:17.292178,8.06732141490354
2024-01-17 11:30:17.292178,7.340779650336373
2024-01-18 11:30:17.292178,8.618837227885507
2024-01-18 11:30:17.292178,7.968374922500378
2024-01-18 11:30:17.292178,8.119901760214479
2024-01-19 11:30:17.292178,8.975441365305421
2024-01-19 11:30:17.292178,8.808049617563986
2024-01-19 11:30:17.292178,8.312288779049588
2024-01-20 11:30:17.292178,8.243956488903375
2024-01-20 11:30:17.292178,8.22215709625759
2024-01-20 11:30:17.292178,7.003820920451872
2024-01-21 11:30:17.292178,8.992978524190304
2024-01-21 11:30:17.292178,8.058049753645053
2024-01-21 11:30:17.292178,8.819860151436073
2024-01-22 11:30:17.292178,9.344176297433288
2024-01-22 11:30:17.292178,7.803948037526276
2024-01-22 11:30:17.292178,7.319111870280297
2024-01-23 11:30:17.292178,8.553312832617246
2024-01-23 11:30:17.292178,9.374777053277874
2024-01-23 11:30:17.292178,8.64817348779938
2024-01-25 11:30:17.292178,8.693653820741138
2024-01-25 11:30:17.292178,8.570054721738886
2024-01-26 11:30:17.292178,7.2174147494938685
2024-01-27 11:30:17.292178,9.55475134762484
2024-01-27 11:30:17.292178,8.480789930228886
2024-01-27 11:30:17.292178,7.259124086370117
2024-01-27 11:30:17.292178,8.31146700227152
2024-01-27 11:30:17.292178,8.949987507226124
2024-01-28 11:30:17.292178,7.323715748415122
2024-01-28 11:30:17.292178,7.316305148363392
2024-01-29 11:30:17.292178,7.544474451965009
2024-01-29 11:30:17.292178,8.522129365873251
2024-01-29 11:30:17.292178,7.762536134190058
2024-01-30 11:30:17.292178,7.724622398527604
2024-01-30 11:30:17.292178,7.624632194786341
2024-01-30 11:30:17.292178,7.77424591841706
2024-01-30 11:30:17.292178,9.138419759485332
2024-01-30 11:30:17.292178,8.078697240040725
2024-01-30 11:30:17.292178,8.452866855828454
2024-01-30 11:30:17.292178,8.78173338921478
2024-01-30 11:30:17.292178,6.671298227372403
2024-01-31 11:30:17.292178,9.0733302312928
2024-01-31 11:30:17.292178,7.260584156745216
2024-01-31 11:30:17.292178,8.90343384575124
2024-02-01 11:30:17.292178,7.838688717115916
2024-02-01 11:30:17.292178,8.80730873168399
2024-02-01 11:30:17.292178,8.139522497455708
2024-02-01 11:30:17.292178,8.103646664770418
2024-02-01 11:30:17.292178,7.749427048652691
2024-02-02 11:30:17.292178,7.930908895858933
2024-02-02 11:30:17.292178,8.251283822043952
2024-02-02 11:30:17.292178,7.710718445823814
2024-02-02 11:30:17.292178,7.327924964962738
2024-02-02 11:30:17.292178,9.45615012529114
2024-02-03 11:30:17.292178,8.284740136712836
2024-02-04 11:30:17.292178,7.29049171274933
2024-02-05 11:30:17.292178,8.541693557028012
2024-02-05 11:30:17.292178,8.628730702351461
2024-02-05 11:30:17.292178,9.007243029299067
2024-02-06 11:30:17.292178,9.067303414086542
2024-02-06 11:30:17.292178,7.878841619515661
2024-02-06 11:30:17.292178,8.431968885463762
2024-02-06 11:30:17.292178,7.439001673134401
2024-02-07 11:30:17.292178,7.464675085671753
2024-02-08 11:30:17.292178,8.032794422647877
2024-02-08 11:30:17.292178,8.278147587274526
2024-02-08 11:30:17.292178,8.364915370873582
2024-02-08 11:30:17.292178,8.675022018888187
2024-02-09 11:30:17.292178,8.654399753557529
2024-02-09 11:30:17.292178,8.172599907324956
2024-02-09 11:30:17.292178,7.930440393620644
2024-02-10 11:30:17.292178,8.125606161405768
2024-02-10 11:30:17.292178,6.884173755158934
2024-02-10 11:30:17.292178,8.303259651291416
2024-02-11 11:30:17.292178,7.77060594477063
2024-02-11 11:30:17.292178,8.880886178109847
2024-02-11 11:30:17.292178,7.703095177126996
2024-02-11 11:30:17.292178,7.311783659729949
2024-02-11 11:30:17.292178,8.152241388390244
2024-02-11 11:30:17.292178,7.724508365228973
2024-02-13 11:30:17.292178,9.082572718880392
2024-02-13 11:30:17.292178,8.700074922828925
2024-02-13 11:30:17.292178,8.27727991301539
2024-02-13 11:30:17.292178,8.140874968128683
